num,Database,herb,herb2,Ingredient_Name,Flag,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_paper,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total
3070,TCMSP,∏ ≤›,∏ ≤›,Astragalin,,,5282102,Exist,--,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,,"PTGS1,PRSS1,NCOA2,F7","CA2,CA4,CA7,P4HB,CA12,GFER,GSK3A","NMUR2,CA2,AKR1B1,CA4,ACHE,CA7,P4HB,CA12,RPS6KA3,ALPI,NOX4","CA2,CA4,ACHE,PRSS1,CA7,P4HB,F7,RPS6KA3,NOX4,NMUR2,AKR1B1,PTGS1,CA12,GFER,NCOA2,ALPI,GSK3A"
3071,TCMSP,∏ ≤›,∏ ≤›,Glabrene,,,480774,Exist,+-,CC1(C=CC2=C(C=CC(=C2O1)C3=CC4=C(C=C(C=C4)O)OC3)O)C,,"PTGS1,AR,PRSS1,GSK3B,NCOA2,ESR1,RXRA,ESR2",TYR,TYR,"PTGS1,AR,PRSS1,GSK3B,TYR,NCOA2,ESR1,RXRA,ESR2"
3072,TCMSP,∏ ≤›,∏ ≤›,rutin,,,5280805,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,,"FCER2,POR,ITGB2,RELA,GSTP1,CASP3,ALOX5,DIO1,INS,IL6,TBXA2R","KDM1A,AKR1B10,ACHE,MITF,PRSS1,GSK3B,DLD,NFKB1,EIF4H,ESR1,POLK,PRSS3,MPI,GAA,NMUR2,ADRA2A,RELA,PRSS2,PABPC1,GFER,ADRA2C,ALPI,POLB,NFKB2,EPHX2","NMUR2,AKR1B1,CA4,ACHE,CA7,ADRA2A,P4HB,CA12,ADRA2C,ALPI,XDH,NOX4,RPS6KA3","KDM1A,CA4,AKR1B10,ACHE,GSK3B,ITGB2,CASP3,NFKB1,EIF4H,INS,ESR1,PRSS3,POLK,XDH,GAA,NMUR2,AKR1B1,ADRA2A,CA12,ALOX5,IL6,ALPI,EPHX2,FCER2,MITF,PRSS1,DLD,CA7,P4HB,GSTP1,RPS6KA3,TBXA2R,MPI,NOX4,POR,RELA,PRSS2,PABPC1,DIO1,GFER,ADRA2C,POLB,NFKB2"
3073,TCMSP,∏ ≤›,∏ ≤›,Uralene,,,192490,,-+,CC(=CCC1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=CC(=C3O)O)OC)O)O)C,,"PRSS1,AR,F7,ESR1",,,"PRSS1,AR,F7,ESR1"
3074,TCMSP,∏ ≤›,∏ ≤›,Inflacoumarin A,,,NO,,,,,"PTGS1,PRSS1,AR,NCOA2,ESR1",,,"PTGS1,AR,PRSS1,NCOA2,ESR1"
3075,TCMSP,∏ ≤›,∏ ≤›,licoagropin,,,NO,,,,,,,,
3076,TCMSP,∏ ≤›,∏ ≤›,(2R)-7-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]chroman-4-one,,,NO,,,,,,,,
3077,TCMSP,∏ ≤›,∏ ≤›,DBP,,,NO,,,,,"CHRM3,PTGS1,GSK3B,ADRA1A,CHRM1,RXRA,CHRM2,GABRA1",,,"CHRM3,PTGS1,GSK3B,ADRA1A,CHRM1,RXRA,CHRM2,GABRA1"
3078,TCMSP,∏ ≤›,∏ ≤›,22beta-acetylglabric acid,,,NO,,,,,,,,
3079,TCMSP,∏ ≤›,∏ ≤›,glyasperins D,,,NO,,,,,,,,
3080,TCMSP,∏ ≤›,∏ ≤›,7-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-6-(3-methylbut-2-enyl)chromone,,,NO,,,,,,,,
3081,TCMSP,∏ ≤›,∏ ≤›,3-methylhexane,,,11507,Exist,++,CCCC(C)CC,,,AR,,AR
3082,TCMSP,∏ ≤›,∏ ≤›,Glyasperins K,,,NO,,,,,,,,
3083,TCMSP,∏ ≤›,∏ ≤›,Araboglycyrrhizin_qt,,,NO,,,,,,,,
3084,TCMSP,∏ ≤›,∏ ≤›,18alpha-hydroxyglycyrrhetic acid,,,14189465,,-+,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4(CC(CC5)(C)C(=O)O)O)C)C)C)C,,,,"HSD11B2,HSD11B1,AKR1B10","HSD11B2,HSD11B1,AKR1B10"
3085,TCMSP,∏ ≤›,∏ ≤›,2-Caren-10-al,,,556516,,++,CC1(C2C1C=C(CC2)C=O)C,,,,,
3086,TCMSP,∏ ≤›,∏ ≤›,Gancaonin C,,,6450959,,--,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=CO2)C3=CC=C(C=C3)O)CO,,,,PTPN1,PTPN1
3087,TCMSP,∏ ≤›,∏ ≤›,licorice-saponin B2,,,NO,,,,,,,,
3088,TCMSP,∏ ≤›,∏ ≤›,3'-Hydroxy-4'-O-Methylglabridin,,,15228662,Exist,+-,CC1(C=CC2=C(O1)C=CC3=C2OCC(C3)C4=C(C(=C(C=C4)OC)O)O)C,,"NCOA1,PTGS1,AR,PRSS1,GSK3B,F7,NCOA2,ESR1,CHEK1,ESR2",,TYR,"NCOA1,PTGS1,AR,PRSS1,GSK3B,TYR,F7,NCOA2,ESR1,CHEK1,ESR2"
3089,TCMSP,∏ ≤›,∏ ≤›,1-Methoxyficifolinol,,,480872,,+-,CC(=CCC1=CC2=C(C=C1O)OC3C2COC4=C3C(=C(C(=C4)O)CC=C(C)C)OC)C,,,,PTPN1,PTPN1
3090,TCMSP,∏ ≤›,∏ ≤›,"5,6,7,8-Tetrahydro-4-methylquinoline",,,185667,,++,CC1=C2CCCCC2=NC=C1,,"ACHE,PTGS1,CHRM1",,,"ACHE,PTGS1,CHRM1"
3091,TCMSP,∏ ≤›,∏ ≤›,Uralenol,,,5315126,Exist,--,CC(=CCC1=C(C(=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O)C,,,PTPN1,"MAOA,CA4,CCR4,GPR35,AKR1B1,KDM4E,CYP2C8,ABCC1,ELAVL1,ALOX5,NUAK1,CYP1A1,ALOX12,ELAVL3,CA7,MAPT,GLO1,CYP1B1,DAPK1,PLA2G1B,NOX4,PTPN1,ABCG2,PKN1,ALOX15,NEK6,XDH","ALOX12,MAOA,ELAVL3,CA4,CA7,MAPT,GLO1,CCR4,CYP1B1,GPR35,DAPK1,PLA2G1B,PTPN1,NOX4,ABCG2,AKR1B1,KDM4E,CYP2C8,ABCC1,ELAVL1,ALOX5,NUAK1,PKN1,ALOX15,CYP1A1,NEK6,XDH"
3092,TCMSP,∏ ≤›,∏ ≤›,Licoisoflavone,,,5281789,Exist,--,CC(=CCC1=C(C=CC(=C1O)C2=COC3=CC(=CC(=C3C2=O)O)O)O)C,,"PRSS1,AR,NCOA2,ESR1,CHEK1",,PTPN1,"PRSS1,AR,NCOA2,ESR1,CHEK1,PTPN1"
3093,TCMSP,∏ ≤›,∏ ≤›,licochalcone C,,,9840805,Exist,+-,CC(=CCC1=C(C=CC(=C1OC)C=CC(=O)C2=CC=C(C=C2)O)O)C,,,PTPN1,,PTPN1
3094,TCMSP,∏ ≤›,∏ ≤›,euchrenone,,,NO,,,,,"ESR2,ESR1",,,"ESR2,ESR1"
3095,TCMSP,∏ ≤›,∏ ≤›,Corylifolinin,,,5281255,Exist,--,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C,,,PTPN1,PTPN1,PTPN1
3096,TCMSP,∏ ≤›,∏ ≤›,Glepidotin A,,,5281619,Exist,-+,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=CC=C3)O)C,,"PTGS1,AR,PRSS1,GSK3B,CHEK1,F7,ESR1,RXRA",,"PDE4D,ABCB1","RXRA,PTGS1,AR,PRSS1,GSK3B,ABCB1,F7,PDE4D,ESR1,CHEK1"
3097,TCMSP,∏ ≤›,∏ ≤›,Gancaonin U,,,480818,Exist,+-,CC(=CCC1=C2CCC3=CC(=C(C=C3C2=C(C(=C1O)CC=C(C)C)O)O)O)C,,,"PLA2G7,BCL2L1,MCL1,GSTO1,PTGER2",,"GSTO1,BCL2L1,MCL1,PLA2G7,PTGER2"
3098,TCMSP,∏ ≤›,∏ ≤›,Mairin,,,64971,Exist,--,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,,PGR,"IFNG,TDP1,AKR1B10,PRKAG1,GSK3B,ALB,MDM4,UBA2,PRKAA2,NR1H3,STK33,DRD2,PRKAG3,GLI1,GPBAR1,SAE1,UBE2I,AKR1B1,CFTR,PRKAA1,PRKAB2,DNMT1,PRKAG2,MDM2,POLB,PRKAB1","SAE1,AKR1B10,RELA,UBA2,F3,PTPN1,GPBAR1","IFNG,TDP1,AKR1B10,PRKAG1,GSK3B,ALB,MDM4,UBA2,PRKAA2,F3,NR1H3,STK33,DRD2,PRKAG3,POLB,GLI1,PTPN1,GPBAR1,SAE1,UBE2I,AKR1B1,CFTR,RELA,PRKAA1,PGR,PRKAB2,PRKAG2,MDM2,DNMT1,PRKAB1"
3099,TCMSP,∏ ≤›,∏ ≤›,uralsaponin B,,,163744,,--,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,,,,"HSD11B2,HSD11B1,AKR1B10","HSD11B2,HSD11B1,AKR1B10"
3100,TCMSP,∏ ≤›,∏ ≤›,Glabrone,,,5317652,Exist,--,CC1(C=CC2=C(O1)C=CC(=C2O)C3=COC4=C(C3=O)C=CC(=C4)O)C,,"PTGS1,AR,PRSS1,ACHE,CHEK1,GSK3B,ESR1,RXRA,ESR2",PPARG,,"RXRA,PTGS1,AR,PRSS1,ACHE,GSK3B,PPARG,ESR1,CHEK1,ESR2"
3101,TCMSP,∏ ≤›,∏ ≤›,6°Â-O-acetylliquiritin,,,NO,,,,,,,,
3102,TCMSP,∏ ≤›,∏ ≤›,Methylcyclopentane,,,7296,Exist,++,CC1CCCC1,,,"NFE2L2,PPARG,NR3C1,PGR",,"NFE2L2,PPARG,NR3C1,PGR"
3103,TCMSP,∏ ≤›,∏ ≤›,isoglabrolide,,,15559941,,++,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C46CC(CC5)(C(=O)O6)C)C)C)C)C,,,,,
3104,TCMSP,∏ ≤›,∏ ≤›,liquiritin,,,503737,Exist,--,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O,,F7,P4HB,CYP19A1,"P4HB,CYP19A1,F7"
3105,TCMSP,∏ ≤›,∏ ≤›,Licochalcone B,,,5318999,Exist,+-,COC1=C(C=CC(=C1O)O)C=CC(=O)C2=CC=C(C=C2)O,,"PTGS1,AR,GSK3B,ESR1,CHEK1,ESR2",,"ABCG2,MAOB","ABCG2,PTGS1,AR,GSK3B,MAOB,ESR1,CHEK1,ESR2"
3106,TCMSP,∏ ≤›,∏ ≤›,Semilicoisoflavone B,,,5481948,Exist,+-,CC1(C=CC2=C(O1)C(=CC(=C2)C3=COC4=CC(=CC(=C4C3=O)O)O)O)C,,"ACHE,PRSS1,AR,GSK3B,F7,ESR1,CHEK1","MRGPRX1,GMNN",,"ACHE,AR,PRSS1,GSK3B,F7,MRGPRX1,ESR1,CHEK1,GMNN"
3107,TCMSP,∏ ≤›,∏ ≤›,Isoliquiritin,,,5318591,Exist,--,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O,,,"DPP4,AKR1B1","TYR,AKR1B1","TYR,DPP4,AKR1B1"
3108,TCMSP,∏ ≤›,∏ ≤›,3-Ethylpentane,,,12048,,++,CCC(CC)CC,,,,,
3109,TCMSP,∏ ≤›,∏ ≤›,Vestitol,,,92503,Exist,--,COC1=CC(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)O,,"CHRM4,PTGS1,AR,PRSS1,GSK3B,CHEK1,ADRA1A,CHRM1,ESR1,RXRA,ESR2",,,"CHRM4,RXRA,PTGS1,AR,PRSS1,GSK3B,ADRA1A,CHRM1,ESR1,CHEK1,ESR2"
3110,TCMSP,∏ ≤›,∏ ≤›,Isoschaftoside,,,3084995,Exist,--,C1C(C(C(C(O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)C5C(C(C(C(O5)CO)O)O)O)O)O)O)O,,,,,
3111,TCMSP,∏ ≤›,∏ ≤›,Quercetin der.,,,NO,,,,,"PTGS1,PRSS1,AR,GSK3B,NCOA2,ESR1,ESR2",,,"PTGS1,AR,PRSS1,GSK3B,NCOA2,ESR1,ESR2"
3112,TCMSP,∏ ≤›,∏ ≤›,"4H-1-Benzopyran-4-one, 2-(4-(beta-D-glucopyranosyloxy)phenyl)-2,3-dihydro-5,7-dihydroxy-, (2S)-",,,157745,Exist,--,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O,,F7,,"CYP19A1,CYP1B1","CYP19A1,CYP1B1,F7"
3113,TCMSP,∏ ≤›,∏ ≤›,Odoratin,,,13965473,Exist,-+,COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)O)O,,"NCOA1,PTGS1,AR,PRSS1,GSK3B,CHEK1,NCOA2,ESR1,RXRA,GABRA1,ESR2",PPARG,"KLK7,PPARG,ABCB1","NCOA1,RXRA,PTGS1,AR,PRSS1,GSK3B,ABCB1,PPARG,NCOA2,ESR1,KLK7,CHEK1,GABRA1,ESR2"
3114,TCMSP,∏ ≤›,∏ ≤›,glycyroside,,,101939210,,--,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)OC5C(C(CO5)(CO)O)O,,,,"IL2,ALDH1B1,ALDH2,ALDH1A2","IL2,ALDH1B1,ALDH1A2,ALDH2"
3115,TCMSP,∏ ≤›,∏ ≤›,Glycyrol,,,5320083,Exist,-+,CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C,,"CHEK1,GSK3B,ESR1","CASP3,GMNN,MRGPRX1,TDP1",,"TDP1,GSK3B,CASP3,MRGPRX1,ESR1,CHEK1,GMNN"
3116,TCMSP,∏ ≤›,∏ ≤›,Eurycarpin A,,,5317300,Exist,-+,CC(=CCC1=C(C=CC(=C1O)C2=COC3=C(C2=O)C=CC(=C3)O)O)C,,"PRSS1,AR,GSK3B,ESR1,CHEK1,ESR2",,PTPN1,"AR,PRSS1,GSK3B,ESR1,CHEK1,PTPN1,ESR2"
3117,TCMSP,∏ ≤›,∏ ≤›,glucuronic acid,,,94715,Exist,+-,C1(C(C(OC(C1O)O)C(=O)O)O)O,,GRIA2,,,GRIA2
3118,TCMSP,∏ ≤›,∏ ≤›,"(4S)-2,4-dimethylhexane",,,22810193,,++,CCC(C)CC(C)C,,,,,
3119,TCMSP,∏ ≤›,∏ ≤›,Methylheptane,,,11594,,++,CCCCCC(C)C,,,,,
3120,TCMSP,∏ ≤›,∏ ≤›,2-heptanone,,,8051,Exist,+-,CCCCCC(=O)C,,ALOX5,"GLI3,HSPB1","CES2,SLC22A6,CES1,SLC22A8,TLR2","GLI3,CES2,HSPB1,SLC22A6,ALOX5,CES1,SLC22A8,TLR2"
3121,TCMSP,∏ ≤›,∏ ≤›,licorice-saponin H2,,,12889143,,--,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,,,,"HSD11B2,HSD11B1,AKR1B10","HSD11B2,HSD11B1,AKR1B10"
3122,TCMSP,∏ ≤›,∏ ≤›,Lupiwighteone,,,5317480,Exist,--,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=CO2)C3=CC=C(C=C3)O)C,,"PRSS1,AR,GSK3B,NCOA2,ESR1,CHEK1,ESR2",,"PDE4D,PTPN1","AR,PRSS1,GSK3B,PDE4D,NCOA2,ESR1,CHEK1,PTPN1,ESR2"
3123,TCMSP,∏ ≤›,∏ ≤›,Kanzonol H,,,480863,,+-,CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C=C4C(=C3OC)CCC(O4)(C)C)OC2)O)C,,,,,
3124,TCMSP,∏ ≤›,∏ ≤›,Glyasperin A,,,5481963,,--,CC(=CCC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O)O)C,,,,"ABCG2,PDE4D,PTPN1","ABCG2,PDE4D,PTPN1"
3125,TCMSP,∏ ≤›,∏ ≤›,kanzonols K,,,NO,,,,,,,,
3126,TCMSP,∏ ≤›,∏ ≤›,licorice-saponin F3_qt,,,NO,,,,,,,,
3127,TCMSP,∏ ≤›,∏ ≤›,Glycyrrhiza flavonol A,,,5317765,,+-,CC1(C(CC2=C(O1)C=CC(=C2)C3=C(C(=O)C4=C(C=C(C=C4O3)O)O)O)O)C,,"ACHE,PRSS1,AR,GSK3B,F7,ESR1,ESR2",,"MAOA,CA4,CCR4,GPR35,AKR1B1,CYP2C8,ABCC1,ELAVL1,NUAK1,CYP1A1,ELAVL3,CA7,GLO1,CYP1B1,DAPK1,NOX4,ABCG2,PKN1,NEK6,XDH","MAOA,ELAVL3,CA4,ACHE,AR,PRSS1,GSK3B,CA7,F7,GLO1,CCR4,CYP1B1,GPR35,DAPK1,ESR1,NOX4,ESR2,ABCG2,AKR1B1,CYP2C8,ABCC1,ELAVL1,NUAK1,PKN1,CYP1A1,NEK6,XDH"
3128,TCMSP,∏ ≤›,∏ ≤›,ursolic acid,,,64945,Exist,-+,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,,"CASP1,PLAU,CASP3,CTSB,MCL1,SELE,TP53,CASP8,MAPK8,PTGS1,CCND2,BCL2,PTPN6,DUOX2,IL6,LITAF,VEGFA,CCND1,CASP9,FOS,MMP3,FASN,BIRC5,ATF2,ICAM1,RELA,NFKBIA,PTGER3","HDAC6,IFNG,AKR1B10,HDAC4,PRKAG1,GSK3B,MDM4,PTGS2,HDAC5,ACP1,HDAC7,PRKAA2,SLCO1B1,PRKAG3,PTPN2,HDAC10,AKR1B1,PTGS1,SLCO1B3,HDAC9,USP7,PRKAA1,CTSD,PRKAG2,PTPN6,PRKAB1,MTOR,HDAC2,HDAC11,HDAC8,CYP19A1,PTPRF,HDAC3,PTPN1,CETP,GPBAR1,HDAC1,PPARA,RELA,PRKAB2,USP47,MDM2,HSD11B1,POLB,RORC","RORC,PTPN2,CES2,CD81,AKR1B10,USP7,RELA,PLCG1,ACP1,PTPRF,F3,HSD11B1,POLB,PTPN1,GPBAR1","HDAC6,IFNG,AKR1B10,HDAC5,PTGS2,HDAC7,ACP1,PRKAA2,MCL1,SELE,SLCO1B1,PRKAG3,CASP8,PTPN2,HDAC10,PTGS1,SLCO1B3,CCND2,BCL2,PRKAG2,IL6,DUOX2,LITAF,VEGFA,MTOR,HDAC2,CD81,HDAC11,CASP9,MMP3,PTPRF,HDAC3,ATF2,PTPN1,ICAM1,HDAC1,PPARA,RELA,USP47,FASN,MDM2,POLB,F3,RORC,CASP1,PLAU,HDAC4,PRKAG1,GSK3B,MDM4,CASP3,CTSB,TP53,MAPK8,AKR1B1,HDAC9,USP7,PRKAA1,CTSD,PTPN6,CCND1,HDAC8,FOS,CYP19A1,PLCG1,BIRC5,CETP,GPBAR1,CES2,PRKAB2,NFKBIA,PTGER3,HSD11B1,PRKAB1"
3129,TCMSP,∏ ≤›,∏ ≤›,Inermine,,,91510,Exist,+-,C1C2C(C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=C24)OCO5,,"CHRM3,PTGS1,PRSS1,HTR3A,CHRM1,RXRA",MAOB,,"CHRM3,PTGS1,PRSS1,MAOB,HTR3A,CHRM1,RXRA"
3130,TCMSP,∏ ≤›,∏ ≤›,Castanin,,,NO,,,,,"CHRM3,PTGS1,AR,PRSS1,ACHE,CHEK1,GSK3B,NCOA2,ESR1,RXRA,ESR2",,,"RXRA,CHRM3,PTGS1,AR,PRSS1,ACHE,GSK3B,NCOA2,ESR1,CHEK1,ESR2"
3131,TCMSP,∏ ≤›,∏ ≤›,gancaonin T,,,101606424,,+-,CC(=CCC1=C(C2=C(C=C1O)OC(C(C2)O)(C)C)CCC3=CC(=C(C=C3)O)O)C,,,,,
3132,TCMSP,∏ ≤›,∏ ≤›,(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one,,,NO,,,,,"PTGS1,RXRA,GABRA1,ESR1",,,"PTGS1,RXRA,GABRA1,ESR1"
3133,TCMSP,∏ ≤›,∏ ≤›,2-Ethyl-p-xylene,,,15653,,++,CCC1=C(C=CC(=C1)C)C,,,,,
3134,TCMSP,∏ ≤›,∏ ≤›,"(2R)-1-[2,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-2-hydroxy-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propan-1-one",,,NO,,,,,,,,
3135,TCMSP,∏ ≤›,∏ ≤›,"1-(5-hydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",,,NO,,,,,,,,
3136,TCMSP,∏ ≤›,∏ ≤›,Glabranin,,,124049,Exist,--,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=CC=C3)C,,"PTGS1,ESR1","MAPT,CYP3A4,CYP2C19,CYP2C9,CYP1A2","ABCG2,CACNA1H,CYP19A1,CYP1B1,ESR1,CYP1A1,PTPN1,ESR2","ABCG2,CACNA1H,PTGS1,MAPT,CYP19A1,CYP3A4,CYP2C19,CYP1B1,CYP2C9,ESR1,CYP1A1,PTPN1,CYP1A2,ESR2"
3137,TCMSP,∏ ≤›,∏ ≤›,nicotiflorin,,,5318767,Exist,--,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,,,"XDH,SIAE","NMUR2,AKR1B1,CA4,CA7,P4HB,CA12,RPS6KA3,ALPI,XDH,NOX4","NMUR2,AKR1B1,CA4,CA7,P4HB,CA12,SIAE,RPS6KA3,ALPI,XDH,NOX4"
3138,TCMSP,∏ ≤›,∏ ≤›,m-xylene,,,7929,Exist,++,CC1=CC(=CC=C1)C,,CYP4B1,"ACHE,ESR2,ESR1",ACHE,"ACHE,CYP4B1,ESR2,ESR1"
3139,TCMSP,∏ ≤›,∏ ≤›,PENTYLFURAN,,,19602,Exist,++,CCCCCC1=CC=CO1,,ADRA1A,"HSPB1,NR3C1,PPARG,RARA,ESR2",,"HSPB1,NR3C1,ADRA1A,PPARG,RARA,ESR2"
3140,TCMSP,∏ ≤›,∏ ≤›,(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one,,,NO,,,,,"PTGS1,ESR2,ESR1",,,"ESR1,PTGS1,ESR2"
3141,TCMSP,∏ ≤›,∏ ≤›,(L)-alpha-Terpineol,,,443162,Exist,++,CC1=CCC(CC1)C(C)(C)O,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,CHRM2,GABRA1",,,"CHRM3,PTGS1,ADRA1A,NCOA2,CHRM1,CHRM2,GABRA1"
3142,TCMSP,∏ ≤›,∏ ≤›,Morusin,,,5281671,Exist,--,CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=C(C=C(C=C4)O)O)C,,"PRSS1,AR,NCOA2,ESR1","TDP1,ACHE,EGFR,PTPN22,BCHE,PDE4D,STAT3,PTPN1","ACHE,PDE4D,PDE1B,BCHE","BCHE,TDP1,ACHE,PRSS1,AR,EGFR,PTPN22,PDE1B,NCOA2,ESR1,PDE4D,STAT3,PTPN1"
3143,TCMSP,∏ ≤›,∏ ≤›,Isohexane,,,7892,Exist,++,CCCC(C)C,,,,,
